2.857522487640380859e+00,5.395792007446289062e+00,-1.164906382560729980e+00
4.476965427398681641e+00,6.024853706359863281e+00,-1.084675073623657227e+00
4.109573841094970703e+00,5.353568553924560547e+00,-2.348639965057373047e+00
3.079067945480346680e+00,5.021244525909423828e+00,-2.241233825683593750e+00
3.540361642837524414e+00,5.910447597503662109e+00,-2.530532836914062500e+00
4.024182319641113281e+00,5.953578472137451172e+00,-2.168262958526611328e+00
3.348853111267089844e+00,6.697272300720214844e+00,-9.627259373664855957e-01
3.454859495162963867e+00,5.619698047637939453e+00,-1.229198694229125977e+00
4.129205226898193359e+00,5.867071151733398438e+00,-2.438065767288208008e+00
2.922803878784179688e+00,5.766757488250732422e+00,-1.981668114662170410e+00
2.440711736679077148e+00,5.817452430725097656e+00,-1.636003971099853516e+00
4.782875537872314453e+00,6.264238834381103516e+00,-1.073790073394775391e+00
3.040845632553100586e+00,5.101543903350830078e+00,-8.299987316131591797e-01
2.477711439132690430e+00,5.822299003601074219e+00,-1.094392776489257812e+00
4.656095027923583984e+00,4.997931003570556641e+00,-2.050117015838623047e+00
3.792122364044189453e+00,6.429589271545410156e+00,-2.027333498001098633e+00
4.435545921325683594e+00,6.000822544097900391e+00,-1.548591852188110352e+00
3.517043113708496094e+00,5.581482887268066406e+00,-1.328559875488281250e+00
4.138192176818847656e+00,6.152020931243896484e+00,-1.130865216255187988e+00
3.222027301788330078e+00,5.924066066741943359e+00,-1.728343129158020020e+00
3.717562198638916016e+00,5.875712871551513672e+00,-2.339304208755493164e+00
2.594521999359130859e+00,5.514846801757812500e+00,-1.283888101577758789e+00
4.244785308837890625e+00,6.192640304565429688e+00,-1.366705536842346191e+00
4.858740329742431641e+00,6.161520004272460938e+00,-2.025973558425903320e+00
3.705763816833496094e+00,6.068466186523437500e+00,-1.572352647781372070e+00
3.559321880340576172e+00,6.763023376464843750e+00,-1.642510175704956055e+00
2.958080768585205078e+00,7.182093620300292969e+00,-1.356767416000366211e+00
3.486389160156250000e+00,4.772567749023437500e+00,-2.346187353134155273e+00
3.418978452682495117e+00,6.927069187164306641e+00,-1.304796457290649414e+00
2.947149038314819336e+00,7.135086059570312500e+00,-1.347270846366882324e+00
3.509204149246215820e+00,6.379224777221679688e+00,-1.195054292678833008e+00
3.335299253463745117e+00,4.918535709381103516e+00,-1.385539293289184570e+00
3.001271724700927734e+00,5.440964221954345703e+00,-2.313944101333618164e+00
2.339714765548706055e+00,5.738071441650390625e+00,-1.499696373939514160e+00
2.795533657073974609e+00,5.743724822998046875e+00,-1.718081355094909668e+00
4.081252574920654297e+00,5.990809440612792969e+00,-1.421033024787902832e+00
2.865397930145263672e+00,5.910184383392333984e+00,-6.260402202606201172e-01
3.691313028335571289e+00,6.022443294525146484e+00,-1.025003075599670410e+00
2.408972263336181641e+00,5.779201030731201172e+00,-1.309799671173095703e+00
3.730980873107910156e+00,6.817735671997070312e+00,-2.309574782848358154e-01
4.236309528350830078e+00,6.234069824218750000e+00,-6.787040829658508301e-01
5.657364845275878906e+00,7.090257644653320312e+00,1.079835891723632812e+00
3.504918336868286133e+00,6.785225868225097656e+00,-4.914087951183319092e-01
3.456600666046142578e+00,6.804582595825195312e+00,-1.709815263748168945e+00
3.503344058990478516e+00,6.751606464385986328e+00,-1.606164455413818359e+00
4.711604118347167969e+00,6.164573192596435547e+00,-1.197064280509948730e+00
3.217016458511352539e+00,6.515295505523681641e+00,-1.168195486068725586e+00
3.705824613571166992e+00,5.145992755889892578e+00,-2.858077049255371094e+00
2.572594404220581055e+00,4.893638610839843750e+00,-1.415174484252929688e+00
3.411221265792846680e+00,4.690758228302001953e+00,-2.187655210494995117e+00
3.521017074584960938e+00,6.148362159729003906e+00,-2.138814210891723633e+00
2.754470586776733398e+00,5.585727214813232422e+00,-2.079637050628662109e+00
3.150961160659790039e+00,6.621452331542968750e+00,-4.941063523292541504e-01
3.104162931442260742e+00,6.209507465362548828e+00,-4.893724024295806885e-01
3.367983341217041016e+00,6.851829051971435547e+00,-1.601477503776550293e+00
2.965414524078369141e+00,5.841789245605468750e+00,-1.152575373649597168e+00
3.031496047973632812e+00,5.376510620117187500e+00,-2.202017784118652344e+00
2.466385364532470703e+00,5.761012077331542969e+00,-1.533588886260986328e+00
2.520964622497558594e+00,5.791360378265380859e+00,-9.831145405769348145e-01
4.240885257720947266e+00,6.256376266479492188e+00,-2.249545574188232422e+00
3.228247880935668945e+00,7.030055999755859375e+00,-1.493184208869934082e+00
3.350774526596069336e+00,6.796229839324951172e+00,-1.117150187492370605e+00
2.941921472549438477e+00,5.963149547576904297e+00,-2.243176937103271484e+00
3.045614719390869141e+00,5.321456909179687500e+00,-1.050769686698913574e+00
2.755621671676635742e+00,5.757472515106201172e+00,-1.299881100654602051e+00
2.449295759201049805e+00,5.624104976654052734e+00,-1.550090312957763672e+00
3.715930223464965820e+00,6.094164371490478516e+00,-2.465951919555664062e+00
2.595060110092163086e+00,5.529452800750732422e+00,-1.100276827812194824e+00
