-5.739773273468017578e+00,2.708585500717163086e+00
-3.601384162902832031e+00,3.049986362457275391e+00
-6.630471229553222656e+00,2.791529178619384766e+00
-5.384316921234130859e+00,3.708138227462768555e+00
-3.908544301986694336e+00,3.097222328186035156e+00
-4.025247573852539062e+00,3.888000965118408203e+00
-6.136967658996582031e+00,3.146434307098388672e+00
-6.107058048248291016e+00,2.978239297866821289e+00
-1.042256832122802734e+00,7.803015232086181641e+00
-4.954899311065673828e+00,3.272053718566894531e+00
-5.714955329895019531e+00,3.951238155364990234e+00
-4.499270439147949219e+00,2.351461887359619141e+00
-6.295864582061767578e+00,3.073867082595825195e+00
-4.034251689910888672e+00,3.931127548217773438e+00
-5.065572261810302734e+00,3.748503923416137695e+00
-6.093076229095458984e+00,2.442955017089843750e+00
-3.621675491333007812e+00,3.036757946014404297e+00
-5.612408638000488281e+00,4.098290920257568359e+00
-4.947537422180175781e+00,3.606312751770019531e+00
-6.184952735900878906e+00,2.845247745513916016e+00
-4.269494056701660156e+00,2.978756904602050781e+00
-4.561641216278076172e+00,3.919184684753417969e+00
-2.868605852127075195e+00,5.538144588470458984e+00
-4.434281349182128906e+00,2.975467205047607422e+00
-6.377017021179199219e+00,3.031366348266601562e+00
-4.959819316864013672e+00,1.654806017875671387e+00
-6.530229091644287109e+00,2.647934913635253906e+00
-5.971031188964843750e+00,1.703765273094177246e+00
-6.400895595550537109e+00,2.653383016586303711e+00
-6.353952884674072266e+00,2.974860429763793945e+00
-4.968918323516845703e+00,4.199928283691406250e+00
-4.950807571411132812e+00,2.830343723297119141e+00
-5.903884410858154297e+00,2.274533748626708984e+00
-6.519320964813232422e+00,2.641065597534179688e+00
-4.901727676391601562e+00,2.766686439514160156e+00
-2.963523626327514648e+00,5.412432670593261719e+00
-5.056311607360839844e+00,1.689622759819030762e+00
-5.443026065826416016e+00,4.362629413604736328e+00
-5.901672363281250000e+00,3.766919851303100586e+00
-5.103202342987060547e+00,4.289792537689208984e+00
-4.255899429321289062e+00,3.066537141799926758e+00
-2.435471773147583008e+00,7.372631072998046875e+00
-5.113259792327880859e+00,4.280712604522705078e+00
-3.647114038467407227e+00,3.193665981292724609e+00
-3.587988376617431641e+00,3.238093376159667969e+00
-4.584124565124511719e+00,3.210667133331298828e+00
-4.845280647277832031e+00,2.559554338455200195e+00
-4.560092926025390625e+00,2.493756055831909180e+00
-4.960649490356445312e+00,1.614641189575195312e+00
-5.701292991638183594e+00,2.705743789672851562e+00
-6.161948204040527344e+00,2.923464536666870117e+00
-5.063952445983886719e+00,1.619164705276489258e+00
-5.143892765045166016e+00,1.602341651916503906e+00
-6.326766490936279297e+00,3.045821189880371094e+00
-3.760427713394165039e+00,4.068515300750732422e+00
-3.584504842758178711e+00,3.055738210678100586e+00
-5.102644920349121094e+00,4.151570320129394531e+00
-4.826534748077392578e+00,2.702182292938232422e+00
-2.898496389389038086e+00,5.547249317169189453e+00
-6.114691257476806641e+00,3.072690486907958984e+00
-6.520707607269287109e+00,2.767107248306274414e+00
-5.969854354858398438e+00,1.724700808525085449e+00
-5.646525859832763672e+00,2.010841846466064453e+00
-5.513843059539794922e+00,2.219076156616210938e+00
-3.531450033187866211e+00,3.003516435623168945e+00
-5.008351057767868042e-02,7.865586280822753906e+00
-6.110594749450683594e+00,2.655107975006103516e+00
-4.524801731109619141e+00,2.357074975967407227e+00
-4.860945224761962891e+00,2.285568952560424805e+00
-5.192528724670410156e+00,1.679874300956726074e+00
-3.727746248245239258e+00,3.078665971755981445e+00
-5.185604572296142578e+00,2.098196744918823242e+00
-6.448680400848388672e+00,2.748485565185546875e+00
-4.932325363159179688e+00,2.594752550125122070e+00
-5.052187442779541016e+00,1.886294126510620117e+00
-5.399189472198486328e+00,2.900964260101318359e+00
-5.978320121765136719e+00,3.393299818038940430e+00
-4.989730834960937500e+00,2.911886930465698242e+00
-5.991513729095458984e+00,2.756256818771362305e+00
-4.575293064117431641e+00,2.218447208404541016e+00
-5.069385051727294922e+00,2.185373544692993164e+00
-5.806081771850585938e+00,3.965348958969116211e+00
-5.266864299774169922e+00,3.483616113662719727e+00
-4.746304988861083984e+00,2.436636924743652344e+00
-5.955020427703857422e+00,1.852252244949340820e+00
-5.333165645599365234e+00,4.202527046203613281e+00
-4.446908473968505859e+00,2.285901308059692383e+00
-5.615446567535400391e+00,2.177913427352905273e+00
-5.906782150268554688e+00,2.488040924072265625e+00
-5.356387138366699219e+00,2.042018175125122070e+00
1.033457183837890625e+01,3.797423839569091797e+00
-4.463565349578857422e+00,2.189988851547241211e+00
-5.818621158599853516e+00,2.616150856018066406e+00
-4.947642326354980469e+00,2.975900173187255859e+00
-6.207666873931884766e+00,2.573602199554443359e+00
-4.828386306762695312e+00,2.578048706054687500e+00
-6.093924999237060547e+00,3.010398149490356445e+00
-2.684764862060546875e+00,5.968551158905029297e+00
-5.520735740661621094e+00,4.202805042266845703e+00
-5.322509765625000000e+00,4.088962554931640625e+00
-5.373233795166015625e+00,3.423026084899902344e+00
-5.366468906402587891e+00,2.968041419982910156e+00
-4.462121486663818359e+00,3.970512628555297852e+00
-5.974666595458984375e+00,1.789775133132934570e+00
-4.605499267578125000e+00,2.284296035766601562e+00
-5.453351497650146484e+00,2.269822359085083008e+00
-5.066981315612792969e+00,1.959197640419006348e+00
-4.507839679718017578e+00,2.579772472381591797e+00
-4.540416717529296875e+00,3.575108289718627930e+00
-5.993056297302246094e+00,2.710495948791503906e+00
-4.981081962585449219e+00,1.619827151298522949e+00
-5.202148437500000000e+00,2.967171907424926758e+00
-6.494680881500244141e+00,2.920325994491577148e+00
-5.236097812652587891e+00,1.704504966735839844e+00
-2.817977190017700195e+00,5.270386219024658203e+00
-3.780511617660522461e+00,3.636136054992675781e+00
-4.650045871734619141e+00,3.216886281967163086e+00
-5.732326507568359375e+00,3.409582138061523438e+00
-6.291417121887207031e+00,3.217292547225952148e+00
-5.206939697265625000e+00,3.090312004089355469e+00
-6.263324260711669922e+00,2.913729190826416016e+00
-5.333033561706542969e+00,4.412157535552978516e+00
-4.810052871704101562e+00,2.313028335571289062e+00
-5.006388664245605469e+00,2.925104856491088867e+00
-4.328888416290283203e+00,2.854337453842163086e+00
-5.733170986175537109e+00,3.258880615234375000e+00
-4.387464046478271484e+00,2.595467090606689453e+00
-3.780612468719482422e+00,2.660197019577026367e+00
-5.286490440368652344e+00,2.943325042724609375e+00
-5.565897464752197266e+00,2.510432958602905273e+00
-6.425466537475585938e+00,2.782509803771972656e+00
-5.027516841888427734e+00,3.753444433212280273e+00
-4.687952518463134766e+00,3.952293395996093750e+00
-5.070535659790039062e+00,1.600358366966247559e+00
-5.843621253967285156e+00,1.665914297103881836e+00
-6.336607456207275391e+00,3.137751340866088867e+00
-4.980601787567138672e+00,3.564289093017578125e+00
-5.790332794189453125e+00,3.320951223373413086e+00
-4.435875892639160156e+00,2.312197208404541016e+00
-4.648178577423095703e+00,2.420239448547363281e+00
-4.745246410369873047e+00,3.162133693695068359e+00
-4.473696708679199219e+00,2.719601631164550781e+00
-4.450215339660644531e+00,2.422646045684814453e+00
-6.313733577728271484e+00,3.249609708786010742e+00
-4.414795398712158203e+00,3.760137557983398438e+00
-3.947553873062133789e+00,4.384833812713623047e+00
-4.730069637298583984e+00,2.406995296478271484e+00
-4.838438510894775391e+00,2.138210535049438477e+00
-4.925840854644775391e+00,3.402405500411987305e+00
-4.673388481140136719e+00,2.416589498519897461e+00
-5.172908306121826172e+00,1.929546952247619629e+00
-5.846408367156982422e+00,2.011831283569335938e+00
-3.884264945983886719e+00,3.077069520950317383e+00
-3.933188199996948242e+00,2.902105331420898438e+00
-3.796103000640869141e+00,3.632669687271118164e+00
-5.419434070587158203e+00,2.751583576202392578e+00
-4.596781253814697266e+00,3.022727966308593750e+00
-4.981763362884521484e+00,3.396783113479614258e+00
-3.480394601821899414e+00,3.041538715362548828e+00
-5.169706821441650391e+00,4.103713512420654297e+00
-5.008266448974609375e+00,3.150222778320312500e+00
-6.516511917114257812e+00,2.756406307220458984e+00
-3.669996261596679688e+00,3.056034564971923828e+00
1.103099346160888672e+01,4.720724582672119141e+00
-3.949101686477661133e+00,3.958806753158569336e+00
-5.479144096374511719e+00,2.345577001571655273e+00
-6.536108016967773438e+00,2.875075101852416992e+00
-5.200586795806884766e+00,3.278295040130615234e+00
-4.417096138000488281e+00,2.506224155426025391e+00
-6.254171371459960938e+00,2.927440881729125977e+00
-4.522508621215820312e+00,3.003025770187377930e+00
-5.093969345092773438e+00,4.189638137817382812e+00
-6.628151416778564453e+00,2.757823467254638672e+00
-5.952999591827392578e+00,2.641569852828979492e+00
-6.360324859619140625e+00,3.054872274398803711e+00
-3.846266746520996094e+00,4.054625034332275391e+00
-5.551506519317626953e+00,2.298778057098388672e+00
-4.992535591125488281e+00,2.832353830337524414e+00
-6.117083072662353516e+00,2.532622575759887695e+00
-5.224369525909423828e+00,2.370339155197143555e+00
-5.920732975006103516e+00,1.595988631248474121e+00
-4.515904903411865234e+00,2.530854701995849609e+00
-4.388880252838134766e+00,4.104726791381835938e+00
