3.894441366195678711e+00,8.034495353698730469e+00,1.126154518127441406e+01,1.093129158020019531e+01
2.979534864425659180e+00,7.855537414550781250e+00,1.110869407653808594e+01,1.122233200073242188e+01
3.178172826766967773e+00,8.377410888671875000e+00,9.698585510253906250e+00,1.075322532653808594e+01
3.364660978317260742e+00,7.984902858734130859e+00,1.114414215087890625e+01,1.130079364776611328e+01
3.030689716339111328e+00,7.850903511047363281e+00,1.098054027557373047e+01,1.135253143310546875e+01
3.772895574569702148e+00,7.275672435760498047e+00,1.118854236602783203e+01,1.071779060363769531e+01
4.352026939392089844e+00,8.117298126220703125e+00,1.075008392333984375e+01,1.042503738403320312e+01
3.339003801345825195e+00,7.681881904602050781e+00,1.138400363922119141e+01,1.126306343078613281e+01
2.904345512390136719e+00,7.483363151550292969e+00,1.128671360015869141e+01,1.034309482574462891e+01
4.256102561950683594e+00,7.580019950866699219e+00,1.016913604736328125e+01,1.055675125122070312e+01
3.788240909576416016e+00,7.209822177886962891e+00,1.105147457122802734e+01,1.087561702728271484e+01
4.271189212799072266e+00,4.049787521362304688e+00,9.280511856079101562e+00,7.508116245269775391e+00
2.938084840774536133e+00,7.597635746002197266e+00,1.094806480407714844e+01,1.047757625579833984e+01
3.796844005584716797e+00,7.957257747650146484e+00,1.157567024230957031e+01,1.058459377288818359e+01
4.075433731079101562e+00,7.605010032653808594e+00,1.108013057708740234e+01,1.100395584106445312e+01
3.571819782257080078e+00,7.318143844604492188e+00,1.124841976165771484e+01,1.075782680511474609e+01
2.807090282440185547e+00,7.459633827209472656e+00,1.030428409576416016e+01,1.012657070159912109e+01
4.505765438079833984e+00,8.137850761413574219e+00,1.070850563049316406e+01,1.056341266632080078e+01
3.890917062759399414e+00,8.186048507690429688e+00,9.715867996215820312e+00,1.097133922576904297e+01
3.318021059036254883e+00,7.080005168914794922e+00,9.352995872497558594e+00,1.167813014984130859e+01
4.112446308135986328e+00,7.773351192474365234e+00,1.059733200073242188e+01,1.111222839355468750e+01
3.853622674942016602e+00,8.342025756835937500e+00,1.134274387359619141e+01,1.110826873779296875e+01
4.787108421325683594e+00,7.468573093414306641e+00,1.013714218139648438e+01,1.025400352478027344e+01
3.181800365447998047e+00,8.011287689208984375e+00,9.758618354797363281e+00,1.095386409759521484e+01
1.665128707885742188e+00,6.521529674530029297e+00,9.176245689392089844e+00,9.748069763183593750e+00
3.835906028747558594e+00,7.325220584869384766e+00,1.084093284606933594e+01,1.091396999359130859e+01
2.875375270843505859e+00,8.060918807983398438e+00,1.017916965484619141e+01,1.118409633636474609e+01
4.030658721923828125e+00,8.049260139465332031e+00,1.119642257690429688e+01,1.101955604553222656e+01
2.751738071441650391e+00,7.715882778167724609e+00,1.003460216522216797e+01,1.127915477752685547e+01
2.787747621536254883e+00,8.173369407653808594e+00,9.770791053771972656e+00,1.071582412719726562e+01
4.344508647918701172e+00,8.046773910522460938e+00,1.077228736877441406e+01,1.063565826416015625e+01
2.928771018981933594e+00,8.143037796020507812e+00,1.140327930450439453e+01,1.038954162597656250e+01
5.657177925109863281e+00,5.578104496002197266e+00,9.688669204711914062e+00,8.443075180053710938e+00
5.133944511413574219e+00,5.612380981445312500e+00,9.056894302368164062e+00,7.896684169769287109e+00
2.217332839965820312e+00,7.085491657257080078e+00,1.099512958526611328e+01,1.149238014221191406e+01
3.672307014465332031e+00,8.278190612792968750e+00,1.117675971984863281e+01,1.091940593719482422e+01
4.123059749603271484e+00,7.773488044738769531e+00,1.027687072753906250e+01,1.073087787628173828e+01
5.134927749633789062e+00,6.201596736907958984e+00,9.823451042175292969e+00,8.991789817810058594e+00
3.434617280960083008e+00,7.825558662414550781e+00,1.075673675537109375e+01,1.060859012603759766e+01
2.786964416503906250e+00,7.950647830963134766e+00,1.118652534484863281e+01,1.018896961212158203e+01
4.695738315582275391e+00,7.574308395385742188e+00,1.017187786102294922e+01,1.032916355133056641e+01
3.509318113327026367e+00,7.981546878814697266e+00,1.157289981842041016e+01,1.040520954132080078e+01
3.715696334838867188e+00,7.558756828308105469e+00,9.913169860839843750e+00,1.068798828125000000e+01
2.925862550735473633e+00,7.874122619628906250e+00,1.046256446838378906e+01,1.132007694244384766e+01
2.783371210098266602e+00,8.009375572204589844e+00,1.118972301483154297e+01,1.008840656280517578e+01
3.664296388626098633e+00,8.003665924072265625e+00,9.690030097961425781e+00,1.114540863037109375e+01
4.493022918701171875e+00,7.961572647094726562e+00,9.974381446838378906e+00,1.037218761444091797e+01
3.237440586090087891e+00,7.754786014556884766e+00,1.132751846313476562e+01,1.132075023651123047e+01
1.957489371299743652e+00,6.974337100982666016e+00,1.051393413543701172e+01,1.036782169342041016e+01
3.012683629989624023e+00,8.195643424987792969e+00,1.122439098358154297e+01,1.056922912597656250e+01
3.234426498413085938e+00,6.896842956542968750e+00,9.294403076171875000e+00,1.182416152954101562e+01
3.772047281265258789e+00,8.341511726379394531e+00,1.129135799407958984e+01,1.108717918395996094e+01
3.362602233886718750e+00,7.754922866821289062e+00,1.025846195220947266e+01,1.154717063903808594e+01
3.995581626892089844e+00,7.602580070495605469e+00,1.184247589111328125e+01,1.048184967041015625e+01
2.893273115158081055e+00,8.073987960815429688e+00,1.139114189147949219e+01,1.041183090209960938e+01
4.055337905883789062e+00,7.333775043487548828e+00,1.152459526062011719e+01,1.059340572357177734e+01
3.264240980148315430e+00,8.268397331237792969e+00,1.115067291259765625e+01,1.088285064697265625e+01
4.708357334136962891e+00,7.964132308959960938e+00,1.035282421112060547e+01,1.039418888092041016e+01
4.140460014343261719e+00,7.413354873657226562e+00,1.146099472045898438e+01,1.068330955505371094e+01
3.477987289428710938e+00,7.787070274353027344e+00,1.131170463562011719e+01,1.125308513641357422e+01
2.855714797973632812e+00,7.441990375518798828e+00,1.026110935211181641e+01,1.008414363861083984e+01
3.715668916702270508e+00,8.260054588317871094e+00,1.044422245025634766e+01,1.072629070281982422e+01
2.732674837112426758e+00,7.638690471649169922e+00,1.010684299468994141e+01,1.128267002105712891e+01
3.514047861099243164e+00,7.840594768524169922e+00,1.153626537322998047e+01,1.051712322235107422e+01
3.845618247985839844e+00,8.148685455322265625e+00,9.756152153015136719e+00,1.093064594268798828e+01
4.085519790649414062e+00,8.077702522277832031e+00,1.113157081604003906e+01,1.065679168701171875e+01
2.868207216262817383e+00,8.033164024353027344e+00,1.131350326538085938e+01,1.014066219329833984e+01
4.532266139984130859e+00,8.142827987670898438e+00,1.011658096313476562e+01,1.065786933898925781e+01
2.981417894363403320e+00,8.042626380920410156e+00,9.852992057800292969e+00,1.107837867736816406e+01
2.846203804016113281e+00,7.569105148315429688e+00,1.043809318542480469e+01,1.014785957336425781e+01
2.794733524322509766e+00,7.269729137420654297e+00,1.053999900817871094e+01,1.109209442138671875e+01
4.168154239654541016e+00,7.530540466308593750e+00,1.178747940063476562e+01,1.051408004760742188e+01
3.862018108367919922e+00,8.252786636352539062e+00,1.014459419250488281e+01,1.090688610076904297e+01
2.379467010498046875e+00,7.209814548492431641e+00,1.098473453521728516e+01,1.140629100799560547e+01
3.423279762268066406e+00,8.000153541564941406e+00,1.058569908142089844e+01,1.129481887817382812e+01
3.521124601364135742e+00,7.412541389465332031e+00,1.028808212280273438e+01,1.031272220611572266e+01
4.159830570220947266e+00,7.597816467285156250e+00,1.177720260620117188e+01,1.051761913299560547e+01
2.815188169479370117e+00,7.768871784210205078e+00,1.113526439666748047e+01,1.119447994232177734e+01
3.903341293334960938e+00,8.341367721557617188e+00,9.833909034729003906e+00,1.090630340576171875e+01
2.103374004364013672e+00,6.133398056030273438e+00,9.288345336914062500e+00,1.029953384399414062e+01
4.327288627624511719e+00,8.214460372924804688e+00,1.085302543640136719e+01,1.071679019927978516e+01
4.561533927917480469e+00,8.124387741088867188e+00,1.046517181396484375e+01,1.066479969024658203e+01
1.442516803741455078e+00,6.551335334777832031e+00,1.002771568298339844e+01,1.071759033203125000e+01
5.237419605255126953e+00,5.469005107879638672e+00,1.027472496032714844e+01,8.047169685363769531e+00
2.242150783538818359e+00,7.102442264556884766e+00,1.103330802917480469e+01,1.152557373046875000e+01
2.909292936325073242e+00,7.775465011596679688e+00,9.829876899719238281e+00,1.088079166412353516e+01
4.174088001251220703e+00,7.360972881317138672e+00,1.161695766448974609e+01,1.055509471893310547e+01
2.762883663177490234e+00,8.038138389587402344e+00,1.008689498901367188e+01,1.114446830749511719e+01
1.522925853729248047e+00,6.730241775512695312e+00,1.003581333160400391e+01,1.003021717071533203e+01
3.184953689575195312e+00,7.739918708801269531e+00,1.117778587341308594e+01,1.140901279449462891e+01
3.337578296661376953e+00,7.256183147430419922e+00,1.011442565917968750e+01,1.108567810058593750e+01
3.099428653717041016e+00,7.723982334136962891e+00,9.869759559631347656e+00,1.098403644561767578e+01
3.070712804794311523e+00,7.487532615661621094e+00,9.779162406921386719e+00,1.161201667785644531e+01
3.518670082092285156e+00,7.156613826751708984e+00,1.065417098999023438e+01,1.119048309326171875e+01
3.912665843963623047e+00,7.364298820495605469e+00,1.147175979614257812e+01,1.059287357330322266e+01
3.238756656646728516e+00,6.635138034820556641e+00,9.132367134094238281e+00,1.177125835418701172e+01
3.909410953521728516e+00,8.289040565490722656e+00,1.137576293945312500e+01,1.114476966857910156e+01
4.096594333648681641e+00,7.840803623199462891e+00,1.133732223510742188e+01,1.109018230438232422e+01
2.570604801177978516e+00,7.889954566955566406e+00,1.087530899047851562e+01,1.004187011718750000e+01
4.434630393981933594e+00,7.527360916137695312e+00,1.008659553527832031e+01,1.049081420898437500e+01
3.239571332931518555e+00,6.842513084411621094e+00,9.257278442382812500e+00,1.182158660888671875e+01
3.788526773452758789e+00,7.700533390045166016e+00,1.012667560577392578e+01,1.094034862518310547e+01
2.943761110305786133e+00,7.909858703613281250e+00,1.129680824279785156e+01,1.025478363037109375e+01
4.163805007934570312e+00,7.743684768676757812e+00,1.054827880859375000e+01,1.105769443511962891e+01
4.373626232147216797e+00,8.217181205749511719e+00,1.065841770172119141e+01,1.065735626220703125e+01
2.668862342834472656e+00,7.894066333770751953e+00,1.104196834564208984e+01,9.987026214599609375e+00
3.109936952590942383e+00,7.215109825134277344e+00,1.001620578765869141e+01,1.098047542572021484e+01
2.998088359832763672e+00,7.379620075225830078e+00,1.007621955871582031e+01,1.089381980895996094e+01
3.355316638946533203e+00,8.367587089538574219e+00,9.709090232849121094e+00,1.092595386505126953e+01
